Name,Symbol,Formula,Code,Description
apple-seeds,곚,"=UNICHAR(HEX2DEC(""acda""))",acda,Apple seeds: Better remove them before eating the apple if you don't want to have a tree growing in your belly. (fruit)
aquarium,곛,"=UNICHAR(HEX2DEC(""acdb""))",acdb,Aquarium: A fish tank with a small bubbling goldfish swimming around endlessly. It waits for magic food falling from above. (bottle fish household)
aquarius,곜,"=UNICHAR(HEX2DEC(""acdc""))",acdc,Aquarius: A goddess pouring mighty water star constellation - Zodiacal sign from January to February (symbol)
aqueduct,곝,"=UNICHAR(HEX2DEC(""acdd""))",acdd,"Aqueduct: <a href=""/games/greek-roman.html"">Roman bridge</a> transporting water across long distances to fill reservoirs. (bridge france greek-roman liquid)"
arabic-door,곞,"=UNICHAR(HEX2DEC(""acde""))",acde,"Arabic door: The beautifully decorated entrance of an Arabic temple, with colorful mosaic tiles. (building door)"
arc-triomphe,곟,"=UNICHAR(HEX2DEC(""acdf""))",acdf,"Arc de Triomphe: Famous monument of Paris, at the top of the Champs-Élysées on la Place de l'Étoile. (building door france)"
arch-bridge,고,"=UNICHAR(HEX2DEC(""ace0""))",ace0,Arch bridge: The big pillars of this structure enhance the balance of the arch. (bridge)
archaeopteryx-fossil,곡,"=UNICHAR(HEX2DEC(""ace1""))",ace1,Archaeopteryx fossil: Skeleton of a flying dinosaur in good condition. (bird bone reptile)
archer,곢,"=UNICHAR(HEX2DEC(""ace2""))",ace2,Archer: Calm and concentration must be mastered to aim in the bull eyes. (arrow sport)
archery-target,곣,"=UNICHAR(HEX2DEC(""ace3""))",ace3,Archery target: Aim the arrow straight to the center if you want to earn maximum points. (sport target weapon)
architect-mask,곤,"=UNICHAR(HEX2DEC(""ace4""))",ace4,Architect mask: Eyes wide opened and no mouth for this disturbing alien shape head. (mask)
archive-register,곥,"=UNICHAR(HEX2DEC(""ace5""))",ace5,Archive register: Writing a document with a pen to keep trace of recent events. (book)
archive-research,곦,"=UNICHAR(HEX2DEC(""ace6""))",ace6,"Archive research: Mysteries are hidden in these pages, a scholar exploring the library should be able to find them. (book)"
arcing-bolt,곧,"=UNICHAR(HEX2DEC(""ace7""))",ace7,Arcing bolt: A nice projectile curve for this ball which may finish right into the basket. (explosion)
arena,골,"=UNICHAR(HEX2DEC(""ace8""))",ace8,Arena: Fighting area. (building)
aries,곩,"=UNICHAR(HEX2DEC(""ace9""))",ace9,Aries: Ram star constellation - Zodiacal sign from March to April (symbol)
arm-bandage,곪,"=UNICHAR(HEX2DEC(""acea""))",acea,"Arm bandage: An injury between the elbow and the shoulder, with straps to avoid infection. (blood body life)"
arm-sling,곫,"=UNICHAR(HEX2DEC(""aceb""))",aceb,Arm sling: This injury at the broken elbow needs a plaster to full recovery. (blood body life)
arm,곬,"=UNICHAR(HEX2DEC(""acec""))",acec,Arm: Superior limb with the hand at one end and the shoulder at the other one with the biceps in between. (anatomy)
armadillo-tail,곭,"=UNICHAR(HEX2DEC(""aced""))",aced,Armadillo tail: This heavily armoured tail could be used as a whip or a natural blade when the animal is not rolling. (animal mammal)
armadillo,곮,"=UNICHAR(HEX2DEC(""acee""))",acee,Armadillo: This stripped animal from America has a leather armor shell and can morph into a defensive ball. (armor mammal)
armor-downgrade,곯,"=UNICHAR(HEX2DEC(""acef""))",acef,"Armor downgrade: Defense decreasing, more vulnerability to expect. (armor rank shield)"
armor-punch,곰,"=UNICHAR(HEX2DEC(""acf0""))",acf0,Armor punch: A metal fist in a gauntlet hitting at full speed. (armor hand)
armor-upgrade,곱,"=UNICHAR(HEX2DEC(""acf1""))",acf1,"Armor upgrade: Defense increasing, more protection. Immunity has been granted thanks to this power-up. (armor rank shield)"
armor-vest,곲,"=UNICHAR(HEX2DEC(""acf2""))",acf2,Armor vest: Protect your body from terrible wounds. (armor)
armored-boomerang,곳,"=UNICHAR(HEX2DEC(""acf3""))",acf3,Armored boomerang: Try to hunt a heavy kangaroo with it to see if it goes back to you. (weapon)
armored-pants,곴,"=UNICHAR(HEX2DEC(""acf4""))",acf4,Armored pants: Heavy trousers made of thick layers to protect the legs. (armor clothing)
armoured-shell,공,"=UNICHAR(HEX2DEC(""acf5""))",acf5,Armoured Shell: Some tailor take their inspiration from the nature in order to replicate the best it has to offer : here's the imitation of chestnut to get a harmful suit. (armor shell spike)
arrest,곶,"=UNICHAR(HEX2DEC(""acf6""))",acf6,Arrest: A bad guy under arrest by the police who must show his empty hands and obey the orders. Or it could be a threatened hostage. (action gun police)
arrow-cluster,곷,"=UNICHAR(HEX2DEC(""acf7""))",acf7,Arrow cluster: 3 arrows supporting each others. Which one will be shot by the archer? (arrow cross)
arrow-cursor,곸,"=UNICHAR(HEX2DEC(""acf8""))",acf8,Arrow cursor: Guide this pointer on the screen by moving the mouse. Then click to trigger an action on the graphical interface. (arrow gui)
arrow-dunk,곹,"=UNICHAR(HEX2DEC(""acf9""))",acf9,Arrow dunk: Throw an object over an obstacle. (arrow)
arrow-flights,곺,"=UNICHAR(HEX2DEC(""acfa""))",acfa,Arrow flights: It's raining arrows. (arrow)
arrow-scope,곻,"=UNICHAR(HEX2DEC(""acfb""))",acfb,Arrow scope: Find the right spot during a drone attack. (arrow police target)
arrow-wings,과,"=UNICHAR(HEX2DEC(""acfc""))",acfc,"Arrow wings: This arrow belongs to the bow of cupidon, it has an autopilot system. (arrow wing)"
arrowed,곽,"=UNICHAR(HEX2DEC(""acfd""))",acfd,"Arrowed: If Achille can endure lots of bow injuries without suffering (except in the heel as the legend tells us), that is not the case for the common warrior. (arrow)"
arrowhead,곾,"=UNICHAR(HEX2DEC(""acfe""))",acfe,"Arrowhead: To aim at the right target, an arrow needs to be well balanced, with an aerodynamic shape. (arrow weapon)"
arrows-shield,곿,"=UNICHAR(HEX2DEC(""acff""))",acff,Arrows shield: A shield must be big enough to protect all vital part of the body while traversing an arrows rain. (arrow shield)
arson,관,"=UNICHAR(HEX2DEC(""ad00""))",ad00,"Arson: Flames propagate through a whole city, from house to house with only water and courage to stop them. (building fire)"
artichoke,괁,"=UNICHAR(HEX2DEC(""ad01""))",ad01,Artichoke: An edible thistle made of a blower bud. (food fruit)
artificial-hive,괂,"=UNICHAR(HEX2DEC(""ad02""))",ad02,Artificial hive: An hexagonal grid like structure looking like a bee nest. Could also be a security system that requires a special key. (lock symbol)
artificial-intelligence,괃,"=UNICHAR(HEX2DEC(""ad03""))",ad03,Artificial intelligence: Smart mechanical brain thinking at the speed of light to resolve complicated equations. (head machine state)
artillery-shell,괄,"=UNICHAR(HEX2DEC(""ad04""))",ad04,Artillery shell: A big bullet that creates massive holes on the battlefield when shot by a field gun. (bomb gun world-wars)
ascending-block,괅,"=UNICHAR(HEX2DEC(""ad05""))",ad05,Ascending block: Big stone block being pulled along a slope to build a pyramid. No slaves involved. (block building egypt)
asian-lantern,괆,"=UNICHAR(HEX2DEC(""ad06""))",ad06,Asian lantern: Warm but soft light shining from this paper box with inscriptions. (light ninja)
asparagus,괇,"=UNICHAR(HEX2DEC(""ad07""))",ad07,Asparagus: A vegetable crop also called sparrow grass. (food fruit)
aspergillum,괈,"=UNICHAR(HEX2DEC(""ad08""))",ad08,Aspergillum: A metal stick used by priests to sprinkle holy water during ceremonies. (tool)
assassin-pocket,괉,"=UNICHAR(HEX2DEC(""ad09""))",ad09,Assassin pocket: 3 small daggers that can be easily hidden. (blade ninja)
asteroid,괊,"=UNICHAR(HEX2DEC(""ad0a""))",ad0a,Asteroid: A big rock floating in space that should not smash anything. There's a high concentration of them between Mars and Jupiter. (space stone)
astrolabe,괋,"=UNICHAR(HEX2DEC(""ad0b""))",ad0b,Astrolabe: Astronomical instrument to attempt to grasp the universe. (machine time)
astronaut-helmet,괌,"=UNICHAR(HEX2DEC(""ad0c""))",ad0c,Astronaut helmet: To let cosmonauts breath in the void and protect their brain from deadly space rays. (armor hat science-fiction space)
at-sea,괍,"=UNICHAR(HEX2DEC(""ad0d""))",ad0d,At Sea: Sailors and members of the Navy spend their lives striding the vast oceans that cover the planet. Beware of huge waves and high tides coming from the horizon. (ball liquid sea)
atlas,괎,"=UNICHAR(HEX2DEC(""ad0e""))",ad0e,"Atlas: Titan god of endurance and astronomy doomed to carry the globe on its shoulders, in an infinite torment. (body greek-roman map)"
atom-core,괏,"=UNICHAR(HEX2DEC(""ad0f""))",ad0f,Atom core: Electrons rotating around a nucleus made of protons and neutrons. (chemical)
atom,괐,"=UNICHAR(HEX2DEC(""ad10""))",ad10,"Atom: Neutrons, protons and electrons forming a divisible compound. (chemical)"
atomic-slashes,광,"=UNICHAR(HEX2DEC(""ad11""))",ad11,Atomic slashes: Slashes gravitating like electrons around a central core. (spike)
attached-shield,괒,"=UNICHAR(HEX2DEC(""ad12""))",ad12,"Attached shield: When you receive a blow on the other side, you better grab it forcefully to defend your life. (hand shield)"
aubergine,괓,"=UNICHAR(HEX2DEC(""ad13""))",ad13,Aubergine: Purple vegetable particularly used to cook Greek moussakas. Can be called eggplant. (farm food fruit plant)
audio-cassette,괔,"=UNICHAR(HEX2DEC(""ad14""))",ad14,Audio cassette: Magnetic tape from the 80s to record analog music on both faces and play it in a Walkman. (sound)
aura,괕,"=UNICHAR(HEX2DEC(""ad15""))",ad15,Aura: A spectral energy field surrounding a living organism. This is slowly pulsating. (body energy rank)
australia,괖,"=UNICHAR(HEX2DEC(""ad16""))",ad16,Australia: Big island or continent? It was the last huge land conquered by colonists against native aboriginal people. (australia map)
auto-repair,괗,"=UNICHAR(HEX2DEC(""ad17""))",ad17,Auto repair: No need to go to the mechanic with this spanner which provides immediate fixes. Just turn the wrench clockwise and the cog will fit the right position in the engine. (gui machine tool)
autogun,괘,"=UNICHAR(HEX2DEC(""ad18""))",ad18,Autogun: Use a movement sensor to fire bullets to any unidentified target. (gun science-fiction weapon)
automatic-sas,괙,"=UNICHAR(HEX2DEC(""ad19""))",ad19,Automatic sas: Airlock door with a credential access. (symbol)
avocado,괚,"=UNICHAR(HEX2DEC(""ad1a""))",ad1a,Avocado: A big berry with one seed used to produce guacamole. (food fruit mexico)
avoidance,괛,"=UNICHAR(HEX2DEC(""ad1b""))",ad1b,Avoidance: The collision was avoided by bending the trajectories. (arrow)
awareness,괜,"=UNICHAR(HEX2DEC(""ad1c""))",ad1c,Awareness: Be one with the surrounding environment by keeping all your senses wide open. (state)
axe-in-log,괝,"=UNICHAR(HEX2DEC(""ad1d""))",ad1d,Axe in log: A lumberjack is having a break after the tree is on down the forest floor on all branches have been stripped. (axe wood)
axe-in-stump,괞,"=UNICHAR(HEX2DEC(""ad1e""))",ad1e,Axe in stump: Lumberjacks tool to split wood in forest. (axe farm weapon wood)
axe-swing,괟,"=UNICHAR(HEX2DEC(""ad1f""))",ad1f,Axe swing: A large cutting movement to break a neck in one strike. (axe)
axe-sword,괠,"=UNICHAR(HEX2DEC(""ad20""))",ad20,Axe sword: Symbol of lumberjack warriors. (axe blade cross)
axolotl,괡,"=UNICHAR(HEX2DEC(""ad21""))",ad21,Axolotl: A cute salamander known as a walking fish. (animal mexico)
aztec-calendar-sun,괢,"=UNICHAR(HEX2DEC(""ad22""))",ad22,Aztec calendar sun: A religious symbol involving the brightest star in the sky. (statue)
azul-flake,괣,"=UNICHAR(HEX2DEC(""ad23""))",ad23,Azul flake: This symbol is printed on top of light blue Azuleros. (symbol)
baby-bottle,괤,"=UNICHAR(HEX2DEC(""ad24""))",ad24,Baby bottle: Good milk when mum can't naturally feed the starving kid. (bottle)
baby-face,괥,"=UNICHAR(HEX2DEC(""ad25""))",ad25,"Baby face: A toothless smile from a young child, amazed by everything's going on in the surroundings. (head)"
babyfoot-players,괦,"=UNICHAR(HEX2DEC(""ad26""))",ad26,Babyfoot players: Rows of metal soldiers kicking in a ball on a miniature soccer field. This is the kind of game found in bars. (ball sport toy)
back-forth,괧,"=UNICHAR(HEX2DEC(""ad27""))",ad27,Back and forth: The way to handle rams when a gate need to be destroyed. Or can be used to swap objects during an exchange. (action arrow)
back-pain,괨,"=UNICHAR(HEX2DEC(""ad28""))",ad28,Back pain: Time to consult a chiropractor after too much heavy lifting. (body state)
backbone-shell,괩,"=UNICHAR(HEX2DEC(""ad29""))",ad29,Backbone shell: Like a rounded spine polished by water. (bone shell)
backgammon,괪,"=UNICHAR(HEX2DEC(""ad2a""))",ad2a,Backgammon: Roll the dice to move the checker on the correct triangles. (board)
backpack,괫,"=UNICHAR(HEX2DEC(""ad2b""))",ad2b,Backpack: Huge bag with lots of pockets to carry the whole objects inventory and common equipment during a hiking trip. (bag)
backstab,괬,"=UNICHAR(HEX2DEC(""ad2c""))",ad2c,"Backstab: Some people consider this attack to be a traitor's one. In the other hand, self proclaimed connoisseurs argue that it is the conclusion of the honorable silent hunt. An art only mastered by the best spies. (action body weapon)"
backup,괭,"=UNICHAR(HEX2DEC(""ad2d""))",ad2d,Backup: This army of clones are reinforcements for the team when hope's getting brittle. (body)
backward-time,괮,"=UNICHAR(HEX2DEC(""ad2e""))",ad2e,"Backward time: This clock is going in the counter-clockwise direction, which means it travels to the past. (arrow gui time)"
bacon,괯,"=UNICHAR(HEX2DEC(""ad2f""))",ad2f,Bacon: Two stripes of salt-cured pork from parts with a lot of fat. (meat)
bad-breath,괰,"=UNICHAR(HEX2DEC(""ad30""))",ad30,Bad breath: Horrible odor coming from a zombie teeth made of rotten food or organs decomposition. (mouth zombie)
bad-gnome,괱,"=UNICHAR(HEX2DEC(""ad31""))",ad31,Bad gnome: An evil ball of fur with a mask and a cap. (celtic creature)
badger,괲,"=UNICHAR(HEX2DEC(""ad32""))",ad32,"Badger: Black and white omnivore, that enjoys mushroom, musshhrooommm. (mammal)"
bagpipes,괳,"=UNICHAR(HEX2DEC(""ad33""))",ad33,Bagpipes: A woodwind instrument famous in the Scottish Great Highland. (celtic musical-instrument)
bal-leth,괴,"=UNICHAR(HEX2DEC(""ad34""))",ad34,Bat'leth: Double-sided scimitar knives hybrid-edged weapon with a curved blade (blade)
balaclava,괵,"=UNICHAR(HEX2DEC(""ad35""))",ad35,Balaclava: A ski mask to protect burglar's face. Useful if you're a spy or a robber in disguise. (head mask police)
balkenkreuz,괶,"=UNICHAR(HEX2DEC(""ad36""))",ad36,Balkenkreuz: Emblem of the Wehrmacht during World War 2. (cross symbol world-wars)
ball-glow,괷,"=UNICHAR(HEX2DEC(""ad37""))",ad37,Ball glow: A captive bolt is about to escape through the cracks of this damaged receptacle. (ball energy)
ball-heart,괸,"=UNICHAR(HEX2DEC(""ad38""))",ad38,Ball heart: A plain heart shape with a round globe inside it. (ball heart)
ball-pyramid,괹,"=UNICHAR(HEX2DEC(""ad39""))",ad39,Ball pyramid: A stack of spheres that remain in perfect balance. It also looks like a pool game seen from above. (ball)
ballerina-shoes,괺,"=UNICHAR(HEX2DEC(""ad3a""))",ad3a,Ballerina shoes: Pointy light shoes for star dancers during ballets at the opera. Need strong toes to keep the balance. (boot)
ballista,괻,"=UNICHAR(HEX2DEC(""ad3b""))",ad3b,Ballista: Ancient missile weapon used during siege warfare. (greek-roman machine vehicle)
balloon-dog,괼,"=UNICHAR(HEX2DEC(""ad3c""))",ad3c,Balloon dog: This brittle and temporary creation fears spikes and strong winds. These kind of balloons often belon to clowns. (circus toy)
balloons,괽,"=UNICHAR(HEX2DEC(""ad3d""))",ad3d,Balloons: Let's throw a party with a clown and kids running in the garden. Balloons can travel across borders or even reach the upper atmosphere if filled with helium gas. (ball circus toy)
bamboo-fountain,괾,"=UNICHAR(HEX2DEC(""ad3e""))",ad3e,Bamboo fountain: A quiet water tap in Asian gardens around ponds. Every few seconds the tube is filled and the liqud is poured in a bigger recipient. (liquid ninja wood)
bamboo,괿,"=UNICHAR(HEX2DEC(""ad3f""))",ad3f,Bamboo: Fast growing wooden tubes exploited for constructions. (ninja plant)
banana-bunch,굀,"=UNICHAR(HEX2DEC(""ad40""))",ad40,"Banana bunch: A trio of juicy yellow bananas ready to be harvest. Cook them to produce a mighty meal, like in the Yiga Clan recipe. (fruit)"
banana-peel,굁,"=UNICHAR(HEX2DEC(""ad41""))",ad41,"Banana peel: A slippery skin on the floor is a frightening hazard. During a Mario Kart race, banana peels are often left on the track by Donkey Kong and non attentive drivers skid out of the stage. (boot fruit super-mario trap)"
banana-peeled,굂,"=UNICHAR(HEX2DEC(""ad42""))",ad42,Banana peeled: The peel has been removed and it's ready to be eaten as a dessert. (fruit)
banana,굃,"=UNICHAR(HEX2DEC(""ad43""))",ad43,"Banana: Tropical fruit long and yellow, loved by monkeys. Some people also called them plantains. (food fruit)"
bandage-roll,굄,"=UNICHAR(HEX2DEC(""ad44""))",ad44,Bandage roll: How to quickly fix a bleeding wound while lost alone in a wild forest? Solid Snake reckons this medical tape is quite handy. (blood kitchenware)
bandaged,굅,"=UNICHAR(HEX2DEC(""ad45""))",ad45,Bandaged: A good embalming guaranties your rotten body to survive through the centuries as a scary mummy. (blood egypt)
bandana,굆,"=UNICHAR(HEX2DEC(""ad46""))",ad46,Bandana: A cloth put on the top of the head by bikers and pirates. (hat pirate)
bandit,굇,"=UNICHAR(HEX2DEC(""ad47""))",ad47,"Bandit: A villain hiding its face behind a kerchief, about to rob a bank or a coach. (hat head western)"
banging-gavel,굈,"=UNICHAR(HEX2DEC(""ad48""))",ad48,"Banging gavel: At the tribunal court, the verdict can't be pronounced if the crowd is noisy. (police tool)"
banjo,굉,"=UNICHAR(HEX2DEC(""ad49""))",ad49,Banjo: A round guitar. (musical-instrument)
bank,굊,"=UNICHAR(HEX2DEC(""ad4a""))",ad4a,"Bank: Safe place to store money and credits. Despite heavy protection by the police, banks are often the target of robberies and hold-ups. (building money)"
banknote,굋,"=UNICHAR(HEX2DEC(""ad4b""))",ad4b,Banknote: Money printed on paper for different amounts. Banknotes are lighter than their equivalents in coins. (money symbol)
baobab,굌,"=UNICHAR(HEX2DEC(""ad4c""))",ad4c,Baobab: An iconic tall and thick tree from Africa. (wood)
bar-stool,굍,"=UNICHAR(HEX2DEC(""ad4d""))",ad4d,Bar stool: A high chair to appreciate a cool drink in a pub while talking to the barman. (household)
barbarian,굎,"=UNICHAR(HEX2DEC(""ad4e""))",ad4e,Barbarian: A muscular warrior that may go berserk during battles. This kind of brutal man looks like a hero but is often outwitted by his opponents. (head medieval-fantasy)
barbecue,굏,"=UNICHAR(HEX2DEC(""ad4f""))",ad4f,Barbecue: To cook meat outdoor in the garden during a week-end party. It needs the right sauce to get even tastier. (australia kitchenware smoke)
barbed-arrow,교,"=UNICHAR(HEX2DEC(""ad50""))",ad50,Barbed arrow: To build fences quickly with a bow in front of enemy lines. (arrow)
barbed-coil,굑,"=UNICHAR(HEX2DEC(""ad51""))",ad51,Barbed coil: Metal rope to protect barriers and camps. This coil forms a spiral. (metal spike string)
